Length 58,,,
1.222,1.286,1.385,1.349
1.058,1.072,1.159,1.247
0.152,0.181,0.218,0.205
0.097,0.09,0.088,0.121
0.165,0.151,0.172,0.186
0.136,0.098,0.092,0.143
0.04,0.145,0.214,0.181
,,,
Length 59,,,
1.266,1.11,1.215,1.091
1.011,0.769,0.812,0.819
0.163,0.101,0.149,0.127
0.111,0.107,0.089,0.117
0.142,0.121,0.123,0.16
0.138,0.065,0.061,0.089
0.149,0.102,0.188,0.125
