Length 58,,,
1.963,1.889,1.862,1.701
1.515,1.798,1.414,1.33
0.254,0.293,0.155,0.183
0.185,0.185,0.192,0.181
0.292,0.262,0.216,0.163
0.175,0.18,0.138,0.135
0.224,0.094,0.211,0.149
,,,
Length 59,,,
1.209,1.563,1.593,1.655
0.969,1.029,1.197,1.341
0.13,0.147,0.181,0.201
0.123,0.12,0.158,0.158
0.169,0.169,0.225,0.222
0.11,0.092,0.158,0.178
0.143,0.211,0.215,0.202
