Length 58 (quarter),,,
1.508,1.368,1.531,1.539
1.143,1.136,1.306,1.362
0.168,0.195,0.217,0.172
0.155,0.125,0.142,0.178
0.162,0.207,0.18,0.16
0.152,0.113,0.132,0.135
0.191,0.184,0.162,0.184
,,,
Length 59,,,
1.135,1.408,1.317,1.526
0.904,1.119,1.028,1.175
0.161,0.178,0.159,0.18
0.11,0.128,0.121,0.131
0.127,0.187,0.177,0.221
0.119,0.121,0.115,0.139
0.104,0.257,0.193,0.209
