Length (8),,,
1.182,1.14,,
1.127,0.987,,
0.158,0.116,,
0.162,0.125,,
0.151,0.124,,
0.16,0.114,,
0.072,0.126,,
,,,
Length (58),,,
1.173,1.148,1.14,1.484
1.034,1.105,1.211,1.117
0.174,0.151,0.197,0.206
0.108,0.129,0.154,0.155
0.146,0.178,0.225,0.235
0.119,0.128,0.126,0.139
0.164,0.082,0.121,0.124
,,,
,,,
Length (59),,,
1.999,1.39,1.253,1.257
1.41,1.099,1.029,1.028
0.209,0.196,0.182,0.196
0.171,0.124,0.134,0.121
0.223,0.186,0.119,0.143
0.151,0.135,0.151,0.295
0.122,0.084,0.185,0.151
