Length 59,,,
1.487,1.55,1.463,1.424
1.13,1.051,1.044,1.175
0.175,0.231,0.128,0.199
0.107,0.102,0.141,0.143
0.197,0.121,0.193,0.18
0.097,0.183,0.134,0.156
0.18,0.209,0.142,0.105
,,,
Length 58,,,
1.338,1.403,1.366,1.405
0.929,1.37,1.022,1.361
0.166,0.249,0.16,0.243
0.108,0.087,0.119,0.124
0.153,0.145,0.196,0.17
0.109,0.123,0.157,0.168
0.229,0.153,0.147,0.165
